Customer Code Unique|Volume Segment|Preferential Segment|City|Region|SR Tracking Code|Channel|Location type
12942|D|1|City 737|NORTH|888|Channel 1|Location Subtype 1
12944|D|1|City 722|NORTH|888|Channel 1|Location Subtype 1
12772|D|1|City 415|NORTH|888|Channel 1|Location Subtype 1
12773|D|1|City 941|NORTH|888|Channel 1|Location Subtype 1
12775|D|1|City 941|NORTH|888|Channel 1|Location Subtype 1
12776|D|1|City 1026|NORTH|888|Channel 1|Location Subtype 1
12777|D|1|City 161|NORTH|888|Channel 1|Location Subtype 1
12946|D|1|City 200|NORTH|888|Channel 1|Location Subtype 1
12947|D|1|City 695|NORTH|888|Channel 1|Location Subtype 1
12616|D|1|City 711|NORTH|888|Channel 1|Location Subtype 1
12618|D|1|City 545|NORTH|888|Channel 1|Location Subtype 1
12619|D|1|City 545|NORTH|888|Channel 1|Location Subtype 1
12620|D|1|City 1053|NORTH|888|Channel 1|Location Subtype 1
12778|D|1|City 834|NORTH|888|Channel 1|Location Subtype 1
12782|D|1|City 1010|NORTH|888|Channel 1|Location Subtype 1
12783|D|1|City 871|NORTH|888|Channel 1|Location Subtype 1
12952|D|1|City 352|NORTH|888|Channel 1|Location Subtype 1
12953|D|1|City 1101|NORTH|888|Channel 1|Location Subtype 1
12955|D|1|City 1076|NORTH|888|Channel 1|Location Subtype 1
12957|D|1|City 835|NORTH|888|Channel 1|Location Subtype 1
12960|D|1|City 414|NORTH|888|Channel 1|Location Subtype 1
12966|D|1|City 499|NORTH|888|Channel 1|Location Subtype 1
12967|D|1|City 849|NORTH|888|Channel 1|Location Subtype 1
12969|D|1|City 499|NORTH|888|Channel 1|Location Subtype 1
12970|D|1|City 737|NORTH|888|Channel 1|Location Subtype 1
12784|D|1|City 316|NORTH|888|Channel 1|Location Subtype 1
12623|D|1|City 519|NORTH|888|Channel 1|Location Subtype 1
12625|D|1|City 100|NORTH|888|Channel 1|Location Subtype 1
12626|D|1|City 660|NORTH|888|Channel 1|Location Subtype 1
12628|D|1|City 1041|NORTH|888|Channel 1|Location Subtype 1
9823|D|1|City 696|NORTH|888|Channel 1|Location Subtype 1
9824|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9826|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9827|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9828|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9832|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9837|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9839|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9842|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9845|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9846|D|1|City 349|NORTH|888|Channel 1|Location Subtype 1
9847|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9848|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9849|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9851|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9857|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9858|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9859|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9860|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9865|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9868|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9870|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9874|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9875|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
9884|D|1|City 99|NORTH|888|Channel 1|Location Subtype 1
9885|D|1|City 756|NORTH|888|Channel 1|Location Subtype 1
9886|D|1|City 134|NORTH|888|Channel 1|Location Subtype 1
9887|D|1|City 991|NORTH|888|Channel 1|Location Subtype 1
9888|D|1|City 134|NORTH|888|Channel 1|Location Subtype 1
9890|D|1|City 134|NORTH|888|Channel 1|Location Subtype 1
9891|D|1|City 134|NORTH|888|Channel 1|Location Subtype 1
9892|D|1|City 134|NORTH|888|Channel 1|Location Subtype 1
9893|D|1|City 134|NORTH|888|Channel 1|Location Subtype 1
9894|D|1|City 134|NORTH|888|Channel 1|Location Subtype 1
9896|D|1|City 755|NORTH|888|Channel 1|Location Subtype 1
9897|D|1|City 84|NORTH|888|Channel 1|Location Subtype 1
9899|D|1|City 560|NORTH|888|Channel 1|Location Subtype 1
9901|D|1|City 991|NORTH|888|Channel 1|Location Subtype 1
9902|D|1|City 991|NORTH|888|Channel 1|Location Subtype 1
9904|D|1|City 801|NORTH|888|Channel 1|Location Subtype 1
9905|D|1|City 1072|NORTH|888|Channel 1|Location Subtype 1
9906|D|1|City 57|NORTH|888|Channel 1|Location Subtype 1
9908|D|1|City 909|NORTH|888|Channel 1|Location Subtype 1
9909|D|1|City 83|NORTH|888|Channel 1|Location Subtype 1
9910|D|1|City 909|NORTH|888|Channel 1|Location Subtype 1
9912|D|1|City 303|NORTH|888|Channel 1|Location Subtype 1
9913|D|1|City 801|NORTH|888|Channel 1|Location Subtype 1
9915|D|1|City 909|NORTH|888|Channel 1|Location Subtype 1
9916|D|1|City 991|NORTH|888|Channel 1|Location Subtype 1
9917|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
9920|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
9921|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
9922|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
9923|D|1|City 14|NORTH|888|Channel 1|Location Subtype 1
9925|D|1|City 944|NORTH|888|Channel 1|Location Subtype 1
9935|D|1|City 268|NORTH|888|Channel 1|Location Subtype 1
9936|D|1|City 517|NORTH|888|Channel 1|Location Subtype 1
9939|D|1|City 475|NORTH|888|Channel 1|Location Subtype 1
9943|D|1|City 613|NORTH|888|Channel 1|Location Subtype 1
9945|D|1|City 389|NORTH|888|Channel 1|Location Subtype 1
9946|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
9947|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
9948|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
9949|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
9951|D|1|City 93|NORTH|888|Channel 1|Location Subtype 1
9952|D|1|City 453|NORTH|888|Channel 1|Location Subtype 1
9953|D|1|City 599|NORTH|888|Channel 1|Location Subtype 1
9956|D|1|City 692|NORTH|888|Channel 1|Location Subtype 1
9958|D|1|City 440|NORTH|888|Channel 1|Location Subtype 1
9959|D|1|City 244|NORTH|888|Channel 1|Location Subtype 1
9960|D|1|City 718|NORTH|888|Channel 1|Location Subtype 1
9963|D|1|City 774|NORTH|888|Channel 1|Location Subtype 1
9965|D|1|City 893|NORTH|888|Channel 1|Location Subtype 1
9967|D|1|City 190|NORTH|888|Channel 1|Location Subtype 1
9968|D|1|City 774|NORTH|888|Channel 1|Location Subtype 1
9969|D|1|City 765|NORTH|888|Channel 1|Location Subtype 1
9970|D|1|City 770|NORTH|888|Channel 1|Location Subtype 1
9971|D|1|City 824|NORTH|888|Channel 1|Location Subtype 1
9972|D|1|City 804|NORTH|888|Channel 1|Location Subtype 1
9973|D|1|City 774|NORTH|888|Channel 1|Location Subtype 1
9974|D|1|City 425|NORTH|888|Channel 1|Location Subtype 1
9975|D|1|City 425|NORTH|888|Channel 1|Location Subtype 1
9977|D|1|City 774|NORTH|888|Channel 1|Location Subtype 1
9978|D|1|City 774|NORTH|888|Channel 1|Location Subtype 1
9984|D|1|City 261|NORTH|888|Channel 1|Location Subtype 1
9986|D|1|City 957|NORTH|888|Channel 1|Location Subtype 1
9987|D|1|City 827|NORTH|888|Channel 1|Location Subtype 1
9988|D|1|City 480|NORTH|888|Channel 1|Location Subtype 1
9989|D|1|City 827|NORTH|888|Channel 1|Location Subtype 1
9990|D|1|City 261|NORTH|888|Channel 1|Location Subtype 1
9991|D|1|City 310|NORTH|888|Channel 1|Location Subtype 1
9993|D|1|City 480|NORTH|888|Channel 1|Location Subtype 1
9996|D|1|City 480|NORTH|888|Channel 1|Location Subtype 1
9997|D|1|City 373|NORTH|888|Channel 1|Location Subtype 1
9999|D|1|City 454|NORTH|888|Channel 1|Location Subtype 1
10000|D|1|City 752|NORTH|888|Channel 1|Location Subtype 1
10001|D|1|City 752|NORTH|888|Channel 1|Location Subtype 1
10003|D|1|City 752|NORTH|888|Channel 1|Location Subtype 1
10006|D|1|City 911|NORTH|888|Channel 1|Location Subtype 1
10009|D|1|City 114|NORTH|888|Channel 1|Location Subtype 1
10010|D|1|City 310|NORTH|888|Channel 1|Location Subtype 1
10011|D|1|City 172|NORTH|888|Channel 1|Location Subtype 1
10016|D|1|City 555|NORTH|888|Channel 1|Location Subtype 1
10020|D|1|City 803|NORTH|888|Channel 1|Location Subtype 1
10021|D|1|City 497|NORTH|888|Channel 1|Location Subtype 1
10022|D|1|City 425|NORTH|888|Channel 1|Location Subtype 1
10029|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10032|D|1|City 555|NORTH|888|Channel 1|Location Subtype 1
10033|D|1|City 816|NORTH|888|Channel 1|Location Subtype 1
10034|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
10036|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10037|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10039|D|1|City 598|NORTH|888|Channel 1|Location Subtype 1
10040|D|1|City 521|NORTH|888|Channel 1|Location Subtype 1
10041|D|1|City 310|NORTH|888|Channel 1|Location Subtype 1
10042|D|1|City 909|NORTH|888|Channel 1|Location Subtype 1
10043|D|1|City 909|NORTH|888|Channel 1|Location Subtype 1
10045|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10048|D|1|City 84|NORTH|888|Channel 1|Location Subtype 1
10051|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10053|D|1|City 967|NORTH|888|Channel 1|Location Subtype 1
10057|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
10059|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10062|D|1|City 163|NORTH|888|Channel 1|Location Subtype 1
10066|D|1|City 752|NORTH|888|Channel 1|Location Subtype 1
10067|D|1|City 752|NORTH|888|Channel 1|Location Subtype 1
10069|D|1|City 480|NORTH|888|Channel 1|Location Subtype 1
10070|D|1|City 752|NORTH|888|Channel 1|Location Subtype 1
10072|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10074|D|1|City 752|NORTH|888|Channel 1|Location Subtype 1
10077|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10084|D|1|City 991|NORTH|888|Channel 1|Location Subtype 1
10085|D|1|City 991|NORTH|888|Channel 1|Location Subtype 1
10087|D|1|City 21|NORTH|888|Channel 1|Location Subtype 1
10088|D|1|City 355|NORTH|888|Channel 1|Location Subtype 1
10089|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10090|D|1|City 56|NORTH|888|Channel 1|Location Subtype 1
10091|D|1|City 810|NORTH|888|Channel 1|Location Subtype 1
10092|D|1|City 443|NORTH|888|Channel 1|Location Subtype 1
9829|D|1|City 56|NORTH|888|Channel 1|Location Subtype 2
9835|D|1|City 668|NORTH|888|Channel 1|Location Subtype 2
9840|D|1|City 56|NORTH|888|Channel 1|Location Subtype 2
9841|D|1|City 56|NORTH|888|Channel 1|Location Subtype 2
9881|D|1|City 909|NORTH|888|Channel 1|Location Subtype 2
9924|D|1|City 14|NORTH|888|Channel 1|Location Subtype 2
9941|D|1|City 87|NORTH|888|Channel 1|Location Subtype 2
9961|D|1|City 425|NORTH|888|Channel 1|Location Subtype 2
9976|D|1|City 425|NORTH|888|Channel 1|Location Subtype 2
9979|D|1|City 765|NORTH|888|Channel 1|Location Subtype 2
9982|D|1|City 824|NORTH|888|Channel 1|Location Subtype 2
9983|D|1|City 21|NORTH|888|Channel 1|Location Subtype 2
9994|D|1|City 520|NORTH|888|Channel 1|Location Subtype 2
9995|D|1|City 355|NORTH|888|Channel 1|Location Subtype 2
9998|D|1|City 49|NORTH|888|Channel 1|Location Subtype 2
10002|D|1|City 278|NORTH|888|Channel 1|Location Subtype 2
10004|D|1|City 454|NORTH|888|Channel 1|Location Subtype 2
12806|D|1|City 414|NORTH|888|Channel 1|Location Subtype 2
12808|D|1|City 998|NORTH|888|Channel 1|Location Subtype 2
12811|D|1|City 922|NORTH|888|Channel 1|Location Subtype 2
12817|D|1|City 601|NORTH|888|Channel 1|Location Subtype 2
12819|D|1|City 397|NORTH|888|Channel 1|Location Subtype 2
12820|D|1|City 998|NORTH|888|Channel 1|Location Subtype 2
12826|D|1|City 414|NORTH|888|Channel 1|Location Subtype 2
12839|D|1|City 397|NORTH|888|Channel 1|Location Subtype 2
12856|D|1|City 36|NORTH|888|Channel 1|Location Subtype 2
12858|D|1|City 123|NORTH|888|Channel 1|Location Subtype 2
12863|D|1|City 352|NORTH|888|Channel 1|Location Subtype 2
12867|D|1|City 323|NORTH|888|Channel 1|Location Subtype 2
12870|D|1|City 935|NORTH|888|Channel 1|Location Subtype 2
12871|D|1|City 952|NORTH|888|Channel 1|Location Subtype 2
12872|D|1|City 952|NORTH|888|Channel 1|Location Subtype 2
12874|D|1|City 782|NORTH|888|Channel 1|Location Subtype 2
12881|D|1|City 388|NORTH|888|Channel 1|Location Subtype 2
12882|D|1|City 210|NORTH|888|Channel 1|Location Subtype 2
12886|D|1|City 835|NORTH|888|Channel 1|Location Subtype 2
12891|D|1|City 933|NORTH|888|Channel 1|Location Subtype 2
12892|D|1|City 656|NORTH|888|Channel 1|Location Subtype 2
12893|D|1|City 492|NORTH|888|Channel 1|Location Subtype 2
12894|D|1|City 515|NORTH|888|Channel 1|Location Subtype 2
12895|D|1|City 835|NORTH|888|Channel 1|Location Subtype 2
12903|D|1|City 887|NORTH|888|Channel 1|Location Subtype 2
12906|D|1|City 398|NORTH|888|Channel 1|Location Subtype 2
12923|D|1|City 117|NORTH|888|Channel 1|Location Subtype 2
12632|D|1|City 1011|NORTH|888|Channel 1|Location Subtype 2
12635|D|1|City 707|NORTH|888|Channel 1|Location Subtype 2
12636|D|1|City 941|NORTH|888|Channel 1|Location Subtype 2
12637|D|1|City 941|NORTH|888|Channel 1|Location Subtype 2
12644|D|1|City 1073|NORTH|888|Channel 1|Location Subtype 2
12645|D|1|City 1058|NORTH|888|Channel 1|Location Subtype 2
12647|D|1|City 941|NORTH|888|Channel 1|Location Subtype 2
12649|D|1|City 707|NORTH|888|Channel 1|Location Subtype 2
12661|D|1|City 342|NORTH|888|Channel 1|Location Subtype 2
12673|D|1|City 995|NORTH|888|Channel 1|Location Subtype 2
12674|D|1|City 34|NORTH|888|Channel 1|Location Subtype 2
12676|D|1|City 1026|NORTH|888|Channel 1|Location Subtype 2
12679|D|1|City 873|NORTH|888|Channel 1|Location Subtype 2
12683|D|1|City 834|NORTH|888|Channel 1|Location Subtype 2
12684|D|1|City 834|NORTH|888|Channel 1|Location Subtype 2
12687|D|1|City 82|NORTH|888|Channel 1|Location Subtype 2
12689|D|1|City 216|NORTH|888|Channel 1|Location Subtype 2
12691|D|1|City 937|NORTH|888|Channel 1|Location Subtype 2
12692|D|1|City 368|NORTH|888|Channel 1|Location Subtype 2
12694|D|1|City 873|NORTH|888|Channel 1|Location Subtype 2
12696|D|1|City 873|NORTH|888|Channel 1|Location Subtype 2
12697|D|1|City 577|NORTH|888|Channel 1|Location Subtype 2
12700|D|1|City 12|NORTH|888|Channel 1|Location Subtype 2
12702|D|1|City 108|NORTH|888|Channel 1|Location Subtype 2
12709|D|1|City 938|NORTH|888|Channel 1|Location Subtype 2
12711|D|1|City 639|NORTH|888|Channel 1|Location Subtype 2
12714|D|1|City 931|NORTH|888|Channel 1|Location Subtype 2
12717|D|1|City 873|NORTH|888|Channel 1|Location Subtype 2
12718|D|1|City 873|NORTH|888|Channel 1|Location Subtype 2
12719|D|1|City 834|NORTH|888|Channel 1|Location Subtype 2
12720|D|1|City 834|NORTH|888|Channel 1|Location Subtype 2
12728|D|1|City 215|NORTH|888|Channel 1|Location Subtype 2
12729|D|1|City 923|NORTH|888|Channel 1|Location Subtype 2
12730|D|1|City 785|NORTH|888|Channel 1|Location Subtype 2
12737|D|1|City 270|NORTH|888|Channel 1|Location Subtype 2
12741|D|1|City 916|NORTH|888|Channel 1|Location Subtype 2
12742|D|1|City 916|NORTH|888|Channel 1|Location Subtype 2
12746|D|1|City 787|NORTH|888|Channel 1|Location Subtype 2
12749|D|1|City 82|NORTH|888|Channel 1|Location Subtype 2
12752|D|1|City 663|NORTH|888|Channel 1|Location Subtype 2
12754|D|1|City 980|NORTH|888|Channel 1|Location Subtype 2
12755|D|1|City 980|NORTH|888|Channel 1|Location Subtype 2
12756|D|1|City 543|NORTH|888|Channel 1|Location Subtype 2
12757|D|1|City 923|NORTH|888|Channel 1|Location Subtype 2
12758|D|1|City 1092|NORTH|888|Channel 1|Location Subtype 2
12761|D|1|City 863|NORTH|888|Channel 1|Location Subtype 2
12765|D|1|City 744|NORTH|888|Channel 1|Location Subtype 2
12767|D|1|City 413|NORTH|888|Channel 1|Location Subtype 2
12930|D|1|City 398|NORTH|888|Channel 1|Location Subtype 2
10012|D|1|City 56|NORTH|888|Channel 1|Location Subtype 2
10013|D|1|City 56|NORTH|888|Channel 1|Location Subtype 2
10023|D|1|City 56|NORTH|888|Channel 1|Location Subtype 2
10026|D|1|City 310|NORTH|888|Channel 1|Location Subtype 2
10030|D|1|City 497|NORTH|888|Channel 1|Location Subtype 2
10035|D|1|City 504|NORTH|888|Channel 1|Location Subtype 2
12941|D|1|City 981|NORTH|888|Channel 1|Location Subtype 2
12520|D|1|City 1041|NORTH|888|Channel 1|Location Subtype 2
12535|D|1|City 1041|NORTH|888|Channel 1|Location Subtype 2
12543|D|1|City 907|NORTH|888|Channel 1|Location Subtype 2
12548|D|1|City 545|NORTH|888|Channel 1|Location Subtype 2
12555|D|1|City 627|NORTH|888|Channel 1|Location Subtype 2
12560|D|1|City 324|NORTH|888|Channel 1|Location Subtype 2
12561|D|1|City 545|NORTH|888|Channel 1|Location Subtype 2
12563|D|1|City 764|NORTH|888|Channel 1|Location Subtype 2
12565|D|1|City 618|NORTH|888|Channel 1|Location Subtype 2
12567|D|1|City 156|NORTH|888|Channel 1|Location Subtype 2
12574|D|1|City 311|NORTH|888|Channel 1|Location Subtype 2
12575|D|1|City 711|NORTH|888|Channel 1|Location Subtype 2
12578|D|1|City 207|NORTH|888|Channel 1|Location Subtype 2
12590|D|1|City 568|NORTH|888|Channel 1|Location Subtype 2
12605|D|1|City 896|NORTH|888|Channel 1|Location Subtype 2
12606|D|1|City 711|NORTH|888|Channel 1|Location Subtype 2
12774|D|1|City 941|NORTH|888|Channel 1|Location Subtype 2
10050|D|1|City 527|NORTH|888|Channel 1|Location Subtype 2
10063|D|1|City 56|NORTH|888|Channel 1|Location Subtype 2
12779|D|1|City 937|NORTH|888|Channel 1|Location Subtype 2
12780|D|1|City 834|NORTH|888|Channel 1|Location Subtype 2
10065|D|1|City 56|NORTH|888|Channel 1|Location Subtype 2
10068|D|1|City 909|NORTH|888|Channel 1|Location Subtype 2
12954|D|1|City 601|NORTH|888|Channel 1|Location Subtype 2
12958|D|1|City 69|NORTH|888|Channel 1|Location Subtype 2
12959|D|1|City 914|NORTH|888|Channel 1|Location Subtype 2
12962|D|1|City 643|NORTH|888|Channel 1|Location Subtype 2
12627|D|1|City 1041|NORTH|888|Channel 1|Location Subtype 2
12629|D|1|City 701|NORTH|888|Channel 1|Location Subtype 2
1984|D|1|City 165|SOUTH|888|Channel 1|Location Subtype 2
2047|D|1|City 682|SOUTH|888|Channel 1|Location Subtype 2
2068|D|1|City 320|SOUTH|888|Channel 1|Location Subtype 2
2114|D|1|City 617|SOUTH|888|Channel 1|Location Subtype 2
12311|D|1|City 239|SOUTH|888|Channel 1|Location Subtype 2
12313|D|1|City 41|SOUTH|888|Channel 1|Location Subtype 2
12317|D|1|City 322|SOUTH|888|Channel 1|Location Subtype 2
12321|D|1|City 175|SOUTH|888|Channel 1|Location Subtype 2
12343|D|1|City 25|SOUTH|888|Channel 1|Location Subtype 2
12346|D|1|City 174|SOUTH|888|Channel 1|Location Subtype 2
12348|D|1|City 175|SOUTH|888|Channel 1|Location Subtype 2
12351|D|1|City 176|SOUTH|888|Channel 1|Location Subtype 2
12354|D|1|City 1075|SOUTH|888|Channel 1|Location Subtype 2
12356|D|1|City 514|SOUTH|888|Channel 1|Location Subtype 2
12361|D|1|City 882|SOUTH|888|Channel 1|Location Subtype 2
12366|D|1|City 334|SOUTH|888|Channel 1|Location Subtype 2
12368|D|1|City 1015|SOUTH|888|Channel 1|Location Subtype 2
12369|D|1|City 1003|SOUTH|888|Channel 1|Location Subtype 2
12370|D|1|City 105|SOUTH|888|Channel 1|Location Subtype 2
12375|D|1|City 882|SOUTH|888|Channel 1|Location Subtype 2
12376|D|1|City 1015|SOUTH|888|Channel 1|Location Subtype 2
12384|D|1|City 875|SOUTH|888|Channel 1|Location Subtype 2
12385|D|1|City 595|SOUTH|888|Channel 1|Location Subtype 2
12388|D|1|City 840|SOUTH|888|Channel 1|Location Subtype 2
12390|D|1|City 434|SOUTH|888|Channel 1|Location Subtype 2
12391|D|1|City 434|SOUTH|888|Channel 1|Location Subtype 2
12392|D|1|City 276|SOUTH|888|Channel 1|Location Subtype 2
12395|D|1|City 595|SOUTH|888|Channel 1|Location Subtype 2
12398|D|1|City 733|SOUTH|888|Channel 1|Location Subtype 2
12401|D|1|City 552|SOUTH|888|Channel 1|Location Subtype 2
12407|D|1|City 552|SOUTH|888|Channel 1|Location Subtype 2
12414|D|1|City 552|SOUTH|888|Channel 1|Location Subtype 2
12415|D|1|City 552|SOUTH|888|Channel 1|Location Subtype 2
12417|D|1|City 63|SOUTH|888|Channel 1|Location Subtype 2
12418|D|1|City 63|SOUTH|888|Channel 1|Location Subtype 2
12425|D|1|City 243|SOUTH|888|Channel 1|Location Subtype 2
12426|D|1|City 63|SOUTH|888|Channel 1|Location Subtype 2
12427|D|1|City 29|SOUTH|888|Channel 1|Location Subtype 2
12432|D|1|City 857|SOUTH|888|Channel 1|Location Subtype 2
12434|D|1|City 857|SOUTH|888|Channel 1|Location Subtype 2
12442|D|1|City 63|SOUTH|888|Channel 1|Location Subtype 2
12443|D|1|City 1|SOUTH|888|Channel 1|Location Subtype 2
12444|D|1|City 243|SOUTH|888|Channel 1|Location Subtype 2
12446|D|1|City 63|SOUTH|888|Channel 1|Location Subtype 2
12449|D|1|City 551|SOUTH|888|Channel 1|Location Subtype 2
12452|D|1|City 571|SOUTH|888|Channel 1|Location Subtype 2
12453|D|1|City 565|SOUTH|888|Channel 1|Location Subtype 2
12454|D|1|City 63|SOUTH|888|Channel 1|Location Subtype 2
12468|D|1|City 861|SOUTH|888|Channel 1|Location Subtype 2
12471|D|1|City 1006|SOUTH|888|Channel 1|Location Subtype 2
12477|D|1|City 885|SOUTH|888|Channel 1|Location Subtype 2
12479|D|1|City 964|SOUTH|888|Channel 1|Location Subtype 2
12483|D|1|City 861|SOUTH|888|Channel 1|Location Subtype 2
12484|D|1|City 1110|SOUTH|888|Channel 1|Location Subtype 2
12487|D|1|City 235|SOUTH|888|Channel 1|Location Subtype 2
12488|D|1|City 235|SOUTH|888|Channel 1|Location Subtype 2
12491|D|1|City 152|SOUTH|888|Channel 1|Location Subtype 2
